Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Car_Model,Car_Price,Loan_Status
Female,No,3+,Graduate,No,99272,49850,626202,300,1,Semiurban,Convertible,568259,Y
Female,No,0,Graduate,Yes,96511,7243,2674758,60,0,Urban,Convertible,2646962,N
Female,No,3+,Graduate,No,17214,29872,618542,300,1,Urban,SUV,3775654,Y
Male,No,2,Not Graduate,No,95731,9018,1917158,120,0,Urban,Coupe,2539246,N
Male,Yes,0,Graduate,Yes,37127,49500,2335932,120,1,Urban,Hatchback,2613527,Y
Female,No,2,Not Graduate,No,15141,12100,1706126,60,1,Semiurban,Sedan,2835269,N
Female,Yes,2,Graduate,Yes,38884,49459,2143906,300,1,Rural,Van,1442722,Y
Male,No,1,Graduate,Yes,12708,19800,955433,120,0,Urban,Coupe,1710213,N
Female,Yes,0,Not Graduate,Yes,28375,26910,1124987,240,0,Semiurban,Coupe,2699806,N
Female,No,1,Graduate,Yes,25088,29437,590140,180,1,Rural,Sedan,3416559,Y
Female,Yes,0,Not Graduate,No,67615,37588,2015554,180,0,Urban,Coupe,2231009,N
Male,No,2,Not Graduate,No,55046,11001,2084645,120,0,Rural,SUV,700798,N
Male,Yes,2,Graduate,No,20014,46675,1947307,300,1,Urban,Coupe,2730107,N
Male,No,3+,Not Graduate,Yes,74425,19942,1928078,360,1,Rural,SUV,3583078,Y
Female,Yes,0,Not Graduate,No,13273,20862,1846853,120,0,Rural,Hatchback,2671641,N
Female,No,1,Graduate,No,57135,11669,1646204,360,0,Urban,Hatchback,3129821,N
Female,Yes,3+,Not Graduate,Yes,40881,15916,981799,360,1,Semiurban,Convertible,2742019,Y
Male,Yes,3+,Graduate,Yes,88077,10878,1700118,300,0,Rural,SUV,2562044,N
Female,No,3+,Graduate,No,18712,2985,2639826,360,1,Urban,Van,2660151,N
Female,No,1,Graduate,Yes,84704,32369,2724724,240,1,Rural,Hatchback,812051,N
Female,Yes,3+,Graduate,Yes,62874,8112,2298594,300,1,Rural,Coupe,2475718,Y
Female,No,1,Not Graduate,Yes,79087,41235,2889127,120,1,Semiurban,Sedan,3454051,N
Male,Yes,3+,Graduate,Yes,22297,18931,2395618,240,1,Rural,Sedan,2377631,N
Male,Yes,1,Graduate,No,37128,27340,945935,60,1,Rural,Truck,3291004,Y
Female,Yes,2,Not Graduate,Yes,78368,336,1601627,180,0,Urban,SUV,3016779,N
Male,No,2,Graduate,Yes,97599,42933,1751661,120,1,Urban,Van,3494308,Y
Male,Yes,2,Graduate,Yes,98499,19363,1614100,120,1,Semiurban,Convertible,3797334,Y
Female,Yes,2,Not Graduate,Yes,88958,45536,2865766,120,1,Rural,Coupe,2568444,N
Female,No,2,Not Graduate,Yes,42920,3968,2009390,240,1,Rural,SUV,2962365,Y
Male,No,3+,Not Graduate,Yes,21156,33678,2507878,60,0,Rural,Truck,3141436,N
Female,No,3+,Not Graduate,Yes,21108,48400,1017733,300,1,Semiurban,Sedan,2276025,Y
Male,No,3+,Not Graduate,Yes,41845,16279,815617,60,0,Rural,SUV,1654258,N
Female,Yes,1,Not Graduate,No,12800,3129,2304053,240,1,Urban,Coupe,2942905,N
Male,Yes,1,Not Graduate,Yes,52712,38215,1593015,120,1,Semiurban,Van,3106372,Y
Female,Yes,1,Graduate,No,12610,38897,2587024,180,1,Urban,Van,1490170,N
Male,Yes,1,Not Graduate,Yes,87603,5850,776452,120,1,Urban,Hatchback,2233341,Y
Male,No,2,Not Graduate,Yes,43872,20588,591563,300,1,Semiurban,Coupe,1912210,Y
Male,Yes,2,Not Graduate,Yes,20728,40214,1845801,360,1,Urban,Truck,2330836,N
Female,Yes,2,Graduate,Yes,30583,11949,1992175,180,1,Rural,Hatchback,2668477,Y
Male,No,0,Graduate,No,95774,8519,2082701,120,1,Semiurban,Hatchback,2101794,Y
Male,Yes,3+,Not Graduate,Yes,17263,26375,1259495,180,1,Urban,Hatchback,2973722,Y
Female,Yes,1,Not Graduate,Yes,77450,33082,2190992,360,1,Rural,SUV,3663257,Y
Female,Yes,1,Not Graduate,No,99285,11737,667896,60,1,Rural,Truck,3174986,Y
Male,Yes,2,Graduate,No,29456,1134,2237009,240,1,Urban,Sedan,3915814,N
Male,Yes,1,Graduate,Yes,75942,10938,1517497,120,0,Rural,Van,2342556,N
Female,Yes,1,Not Graduate,No,23689,24486,530063,300,1,Semiurban,SUV,2450256,Y
Female,No,3+,Graduate,No,42934,48356,754371,60,1,Urban,Sedan,3303528,Y
Female,No,2,Not Graduate,No,43276,26096,2699318,120,0,Rural,Van,3219220,N
Female,Yes,3+,Graduate,Yes,29873,41115,1563082,60,1,Rural,Truck,3908168,N
Female,Yes,0,Graduate,Yes,23050,5592,1773989,300,1,Urban,Truck,1616521,N
Male,No,0,Not Graduate,Yes,76216,18108,1662180,120,1,Urban,Coupe,559980,Y
Female,Yes,0,Not Graduate,No,94444,17270,920888,360,1,Urban,Van,1343214,Y
Male,Yes,2,Not Graduate,Yes,94040,27649,1863133,360,0,Urban,Van,665301,N
Male,Yes,1,Not Graduate,No,31644,10997,1803692,300,0,Semiurban,Truck,1120670,N
Male,No,2,Graduate,Yes,72021,33489,1875786,180,0,Urban,Van,1602020,N
Female,Yes,2,Graduate,Yes,47125,9104,690285,300,1,Semiurban,Convertible,797180,Y
Male,No,1,Graduate,No,76899,870,2711130,180,1,Semiurban,Coupe,3905914,N
Male,Yes,3+,Not Graduate,Yes,52291,28684,1707739,120,1,Urban,SUV,1182527,Y
Female,No,0,Graduate,No,45060,39519,2701016,180,1,Semiurban,SUV,1338099,N
Male,No,3+,Not Graduate,No,11538,49649,1436114,120,1,Urban,Sedan,2167391,Y
Male,Yes,0,Graduate,Yes,46176,34524,894295,120,1,Urban,SUV,3729065,Y
Female,No,2,Not Graduate,No,51520,30957,1988543,240,1,Rural,Hatchback,3959340,Y
Male,Yes,0,Not Graduate,Yes,35675,33885,2158990,120,1,Urban,Van,3718622,Y
Male,No,2,Graduate,Yes,28287,44369,2234887,180,0,Rural,SUV,946300,N
Male,Yes,3+,Not Graduate,No,10174,35596,2937587,240,0,Semiurban,Sedan,1087426,N
Female,Yes,2,Not Graduate,Yes,44998,29866,2722811,240,1,Rural,Sedan,3930460,N
Female,No,3+,Graduate,No,63312,30676,2263808,120,1,Semiurban,Hatchback,1349333,Y
Female,Yes,1,Not Graduate,Yes,22112,47764,1893453,300,1,Urban,Sedan,3008039,N
Male,Yes,1,Not Graduate,Yes,85225,13878,1611288,300,0,Semiurban,Truck,3640380,N
Male,No,1,Not Graduate,Yes,54814,39760,2271503,360,1,Semiurban,Convertible,1631614,Y
Female,Yes,2,Graduate,Yes,95091,27559,625849,240,1,Urban,Truck,2556744,Y
Male,Yes,1,Graduate,Yes,60719,46546,755493,120,1,Semiurban,Van,1973437,Y
Male,No,0,Not Graduate,No,43919,6771,1104111,300,1,Urban,Van,1418164,Y
Female,No,3+,Graduate,No,83155,16526,1652791,120,1,Rural,Van,2966507,Y
Female,Yes,3+,Not Graduate,No,81569,29896,2629382,120,1,Urban,Coupe,1293354,N
Male,Yes,0,Not Graduate,No,51328,31923,2943869,240,1,Urban,SUV,2166561,N
Male,No,2,Not Graduate,No,80482,36203,1247948,360,1,Semiurban,Convertible,1724369,Y
Male,No,2,Not Graduate,No,34618,39390,2899940,240,1,Rural,SUV,3047624,N
Female,Yes,3+,Not Graduate,Yes,44675,12852,1728312,60,1,Urban,Convertible,1276385,Y
Female,No,1,Graduate,Yes,28919,47574,1331635,300,0,Rural,SUV,3500801,N
Female,Yes,2,Not Graduate,No,14173,43391,1877397,300,1,Rural,Hatchback,2404514,N
Female,Yes,2,Graduate,No,36400,1848,1967217,300,0,Semiurban,Truck,2797167,N
Male,Yes,0,Graduate,Yes,60445,31027,731414,180,1,Urban,Sedan,3770066,Y
Female,Yes,0,Not Graduate,Yes,80305,35464,756812,120,1,Semiurban,Sedan,1576419,Y
Female,Yes,1,Not Graduate,Yes,47564,34485,2563729,240,1,Urban,Truck,2212982,N
Female,No,2,Graduate,No,55814,19456,2902110,300,1,Rural,Hatchback,1506840,N
Female,No,2,Graduate,No,89747,9259,2143083,60,1,Urban,Convertible,1481489,Y
Female,No,0,Graduate,No,98791,35554,2515726,300,1,Urban,Truck,865208,N
Male,No,2,Not Graduate,Yes,37962,46922,2768108,360,1,Rural,Coupe,2825149,N
Male,Yes,3+,Graduate,Yes,94892,13409,1906065,120,1,Rural,Convertible,3772145,Y
Female,Yes,0,Not Graduate,No,95842,3791,1910808,120,0,Urban,Sedan,3762313,N
Male,Yes,1,Not Graduate,No,80533,25864,1355754,240,0,Semiurban,Coupe,3151786,N
Female,Yes,0,Not Graduate,Yes,66184,36639,521650,180,1,Urban,SUV,719356,Y
Female,No,2,Graduate,Yes,92912,34574,1904962,240,0,Rural,Coupe,3495353,N
Male,Yes,1,Not Graduate,Yes,20578,17888,2373204,300,1,Semiurban,Convertible,2175255,N
Male,Yes,0,Not Graduate,Yes,28624,19692,1719309,360,1,Rural,Hatchback,984600,N
Female,No,3+,Not Graduate,No,49194,23501,2839189,60,0,Rural,SUV,1995318,N
Female,No,3+,Not Graduate,Yes,10389,13304,706251,240,1,Semiurban,Convertible,2408151,Y
Female,No,0,Not Graduate,Yes,77391,27527,2618194,180,1,Rural,SUV,3417167,N
Male,No,3+,Graduate,Yes,23794,18074,2325706,240,1,Rural,Coupe,3789363,N
Female,Yes,3+,Not Graduate,No,68002,15549,1478582,120,0,Rural,Sedan,2774284,N
Female,Yes,3+,Not Graduate,No,45531,29963,818903,300,0,Rural,Convertible,2857761,N
Female,No,1,Graduate,Yes,62815,25920,1916693,300,1,Rural,Hatchback,1146231,Y
Male,Yes,3+,Not Graduate,Yes,14986,30826,2379314,300,1,Rural,Truck,1269822,N
Female,Yes,3+,Graduate,Yes,42298,36071,1394801,300,1,Rural,Coupe,3286202,Y
Female,Yes,3+,Not Graduate,No,11481,16061,2224854,300,1,Rural,Convertible,2822936,N
Male,No,1,Graduate,No,66408,28810,1314811,300,1,Rural,Hatchback,514925,Y
Female,Yes,0,Graduate,No,79267,47966,882811,60,1,Urban,Convertible,1631760,Y
Female,No,2,Not Graduate,Yes,26835,22800,1001691,180,1,Urban,Coupe,2149379,Y
Male,Yes,3+,Not Graduate,No,37798,43423,1508314,300,1,Rural,Convertible,2796482,Y
Female,Yes,0,Not Graduate,Yes,74887,41692,714304,180,1,Urban,SUV,3257867,Y
Male,Yes,3+,Graduate,Yes,29477,9940,2993330,360,1,Semiurban,Coupe,1856789,N
Male,No,1,Graduate,Yes,27266,3924,2217787,300,0,Urban,Convertible,1249695,N
Female,Yes,0,Graduate,No,96328,28054,2452634,240,1,Rural,Truck,3746582,Y
Female,No,1,Not Graduate,Yes,95988,9783,1411612,300,1,Rural,Sedan,3438055,Y
Female,No,3+,Graduate,No,53526,37253,2911645,120,1,Urban,Convertible,2892001,N
Female,No,3+,Graduate,No,21889,45397,701904,60,1,Rural,SUV,2772133,Y
Male,Yes,1,Not Graduate,Yes,34335,13233,1211716,240,1,Semiurban,Hatchback,2816830,Y
Female,Yes,2,Graduate,Yes,21254,45669,2602882,240,1,Semiurban,Truck,2725653,N
Male,Yes,1,Graduate,No,96610,24484,1955713,120,1,Rural,Hatchback,1664937,Y
Female,Yes,3+,Not Graduate,Yes,21442,25068,2199660,300,1,Semiurban,Truck,1733387,N
Female,No,1,Graduate,No,56289,191,2416541,60,1,Semiurban,Hatchback,2805044,Y
Female,No,2,Not Graduate,Yes,63747,25074,845430,240,1,Urban,Sedan,1111561,Y
Male,No,1,Not Graduate,No,47327,4917,1328411,60,0,Semiurban,SUV,3931113,N
Female,Yes,2,Not Graduate,No,26199,38599,2357845,240,1,Urban,Coupe,550818,N
Female,No,2,Not Graduate,No,82827,25832,2439983,300,1,Rural,Hatchback,2749119,Y
Female,Yes,1,Not Graduate,No,10112,42928,2069186,360,1,Urban,Truck,2951603,N
Female,No,1,Graduate,Yes,97051,20706,2618075,240,1,Rural,SUV,1742057,N
Male,Yes,0,Graduate,Yes,29581,13682,1347405,360,1,Rural,Convertible,1997116,Y
Female,Yes,3+,Not Graduate,No,69722,26762,1944679,240,1,Rural,Sedan,1877640,Y
Male,No,2,Not Graduate,No,26523,23383,2791947,180,1,Rural,SUV,3043923,N
Male,No,0,Graduate,Yes,76960,27796,733462,300,1,Rural,SUV,618642,Y
Male,No,1,Not Graduate,Yes,29552,23666,2648565,120,1,Urban,Coupe,3973325,N
Male,No,3+,Not Graduate,Yes,20808,25662,2468921,360,1,Rural,SUV,3406273,N
Male,Yes,0,Not Graduate,Yes,82525,45159,1882296,120,1,Semiurban,Coupe,695428,Y
Male,No,2,Graduate,Yes,33620,34642,1821024,300,1,Semiurban,Sedan,901468,Y
Female,No,0,Graduate,Yes,10887,41830,910226,120,1,Rural,Sedan,1317276,Y
Male,No,2,Not Graduate,No,41802,37531,1675615,300,1,Semiurban,Convertible,595687,Y
Male,Yes,1,Not Graduate,Yes,95024,10234,2264694,120,1,Urban,Coupe,2047334,Y
Male,Yes,3+,Graduate,Yes,91938,9221,2235594,360,0,Urban,Coupe,2358373,N
Female,No,3+,Graduate,No,96741,11410,2777226,180,1,Rural,Hatchback,2887819,N
Female,Yes,3+,Not Graduate,Yes,36049,14519,2307254,120,0,Rural,Hatchback,3111665,N
Male,No,1,Not Graduate,Yes,87789,1051,1156735,360,1,Rural,Convertible,1690130,Y
Female,Yes,2,Graduate,Yes,94526,44993,2172349,240,1,Semiurban,Sedan,2709257,Y
Male,Yes,1,Graduate,Yes,17846,9765,1308524,300,1,Semiurban,Van,2179832,Y
Male,Yes,3+,Graduate,Yes,56220,11382,631562,60,0,Urban,Hatchback,2385118,N
Female,Yes,1,Not Graduate,No,56163,12580,1552305,60,1,Semiurban,SUV,2294580,Y
Male,No,1,Graduate,Yes,13765,32323,2209910,300,1,Urban,Sedan,1942285,N
Female,No,1,Not Graduate,No,91486,44757,1895936,180,1,Semiurban,Van,2636919,Y
Female,No,2,Graduate,No,55270,11939,758360,120,1,Urban,SUV,3150990,Y
Male,Yes,0,Graduate,Yes,85277,29964,2956166,180,1,Rural,Truck,2072837,N
Male,No,0,Graduate,No,98278,307,2893946,60,0,Semiurban,Coupe,3790633,N
Female,No,1,Graduate,Yes,32931,3359,1128177,360,0,Urban,Sedan,1682618,N
Male,No,0,Not Graduate,No,99116,29648,860306,300,1,Semiurban,Truck,2171179,Y
Male,Yes,0,Not Graduate,No,65633,35944,2004558,300,0,Rural,Convertible,595494,N
Male,Yes,1,Graduate,Yes,90702,34019,1958857,180,1,Urban,Coupe,1540016,Y
Female,Yes,1,Not Graduate,Yes,61913,38134,2094502,360,1,Semiurban,Coupe,3497439,Y
Female,No,3+,Graduate,Yes,35991,27323,1988303,180,1,Semiurban,SUV,3728409,Y
Male,No,0,Graduate,Yes,64845,6226,2288243,120,1,Rural,Truck,1204537,Y
Female,No,2,Graduate,Yes,65312,21689,1018490,240,0,Rural,Coupe,3514130,N
Female,Yes,1,Graduate,No,20561,30971,2304933,360,1,Urban,Hatchback,3898139,N
Female,Yes,3+,Not Graduate,No,26901,25954,2573946,240,1,Semiurban,Sedan,1216861,N
Female,No,2,Graduate,No,72875,24423,534924,120,1,Semiurban,Hatchback,1053188,Y
Female,Yes,0,Graduate,No,35917,30391,1761368,240,1,Rural,SUV,2611278,Y
Male,Yes,3+,Not Graduate,No,72120,14330,1982526,60,1,Rural,Van,841447,Y
Male,Yes,1,Graduate,No,11988,4891,2403124,240,0,Urban,SUV,716651,N
Male,Yes,2,Graduate,No,24256,4992,2560583,120,0,Semiurban,Sedan,2926357,N
Female,No,1,Graduate,Yes,97728,1961,970192,240,1,Semiurban,Coupe,2040856,Y
Female,Yes,0,Not Graduate,Yes,38230,12497,2087542,300,1,Urban,Truck,2614130,Y
Male,Yes,2,Graduate,No,69778,32551,1162132,180,1,Urban,Truck,3954520,Y
Female,Yes,0,Not Graduate,No,55833,10848,2140027,60,1,Rural,Convertible,1811775,Y
Male,Yes,0,Graduate,Yes,32625,13255,654536,300,1,Rural,SUV,2672734,Y
Male,No,3+,Graduate,Yes,42088,4567,1075425,300,1,Urban,Sedan,3878187,Y
Male,No,1,Not Graduate,Yes,89650,48847,923448,120,1,Urban,Convertible,1105502,Y
Female,Yes,2,Graduate,Yes,51167,39281,2540104,180,1,Semiurban,Coupe,3035244,N
Female,Yes,0,Graduate,No,81291,48003,1124773,180,1,Urban,Van,2060155,Y
Male,Yes,0,Not Graduate,Yes,75303,20389,2517528,360,1,Urban,SUV,1247520,N
Male,Yes,2,Not Graduate,No,86361,44523,2178332,60,1,Semiurban,Van,2111589,Y
Male,Yes,0,Not Graduate,No,98229,43919,1502021,120,1,Urban,Sedan,2995623,Y
Male,Yes,3+,Not Graduate,No,14117,16567,2598053,60,0,Rural,Van,968163,N
Female,No,3+,Not Graduate,Yes,70710,3358,2685132,360,1,Rural,Van,1339812,N
Female,Yes,3+,Graduate,Yes,77054,22999,1918314,240,0,Semiurban,Sedan,1270008,N
Male,No,3+,Not Graduate,No,40949,42358,1289313,300,1,Urban,Sedan,3174773,Y
Male,No,0,Graduate,No,32547,10988,792007,60,1,Rural,SUV,804603,Y
Female,Yes,2,Graduate,No,91882,40446,2995990,300,1,Rural,Van,3500102,N
Female,No,2,Graduate,Yes,78136,31521,2024960,120,0,Rural,Convertible,2895459,N
Male,No,2,Not Graduate,No,74619,5698,2848991,240,1,Rural,Sedan,1713619,N
Male,No,2,Not Graduate,Yes,71842,1273,1869971,120,1,Urban,Coupe,2269085,Y
Male,No,1,Graduate,No,36990,27543,1096860,240,1,Urban,Van,1544654,Y
Female,No,2,Not Graduate,No,26193,31349,2112119,240,1,Urban,Sedan,3992602,N
Female,No,1,Not Graduate,No,40109,11241,887773,300,1,Urban,Convertible,2878772,Y
Female,Yes,1,Not Graduate,Yes,29233,9497,2582816,120,0,Rural,Truck,3976452,N
Male,No,3+,Not Graduate,Yes,91730,41875,522499,120,1,Semiurban,SUV,3897559,Y
Male,No,1,Graduate,No,44510,32703,1126840,60,1,Semiurban,Van,1392008,Y
Female,No,0,Graduate,Yes,11306,44041,944844,120,1,Rural,Truck,848737,Y
Female,Yes,1,Not Graduate,No,13849,31954,2134224,60,1,Rural,Sedan,3321562,N
Male,No,3+,Graduate,Yes,22360,8002,1946395,180,1,Semiurban,Sedan,3852326,N
Female,Yes,1,Not Graduate,Yes,55800,4247,1371905,180,1,Semiurban,Coupe,2046288,Y
Female,No,0,Not Graduate,Yes,46963,41988,643704,180,1,Rural,Coupe,1949299,Y
Male,Yes,0,Graduate,No,64330,21698,1640449,360,1,Rural,Van,2012185,Y
Female,Yes,0,Graduate,Yes,61707,19738,565756,120,1,Urban,Truck,3264630,Y
Male,No,3+,Graduate,Yes,28689,10703,1867064,360,0,Urban,Truck,681601,N
Male,No,3+,Not Graduate,No,39084,48240,1670473,120,1,Semiurban,Sedan,568682,Y
Male,Yes,2,Graduate,No,50387,49422,1020082,60,1,Rural,Van,3868737,Y
Male,No,3+,Not Graduate,No,84816,17570,2896640,360,1,Semiurban,Sedan,3044544,N
Male,Yes,0,Graduate,No,12642,12392,1543361,360,1,Urban,Coupe,1795129,N
Male,Yes,0,Graduate,Yes,52137,44724,2680943,360,1,Urban,Convertible,3999585,N
Male,Yes,3+,Not Graduate,Yes,89832,32299,2228235,240,1,Semiurban,Hatchback,1914780,Y
Female,Yes,1,Not Graduate,Yes,65561,15641,2425464,60,1,Urban,Hatchback,1159774,Y
Male,Yes,3+,Not Graduate,Yes,72260,13998,2416796,180,0,Rural,Sedan,1631606,N
Male,No,3+,Not Graduate,Yes,25438,6305,1786188,60,1,Semiurban,Truck,1668936,N
Female,Yes,0,Not Graduate,No,58442,32726,933797,240,1,Rural,Coupe,2528217,Y
Female,Yes,2,Not Graduate,Yes,12994,18782,1300607,120,1,Rural,SUV,1159297,Y
Female,No,0,Not Graduate,Yes,11813,12721,2587784,60,1,Urban,SUV,1504366,N
Male,Yes,2,Not Graduate,Yes,94381,39763,2734415,360,1,Rural,Hatchback,3291177,N
Female,No,0,Graduate,No,65276,12427,2942730,180,0,Semiurban,Convertible,3064878,N
Male,No,3+,Not Graduate,No,51243,46550,2284094,180,1,Rural,Hatchback,2054473,Y
Male,No,0,Not Graduate,Yes,72912,20566,1402153,120,1,Rural,Sedan,3532156,Y
Male,Yes,0,Graduate,No,70272,2230,2644797,60,1,Rural,Convertible,1662936,N
Male,Yes,0,Not Graduate,No,52051,6511,739608,240,1,Rural,SUV,1812470,Y
Female,Yes,3+,Graduate,No,88854,49280,1047571,120,1,Rural,Truck,1089306,Y
Female,No,3+,Graduate,No,92736,42229,849115,60,1,Urban,Coupe,1542960,Y
Male,Yes,3+,Not Graduate,No,75618,26177,602780,300,1,Semiurban,Coupe,1945819,Y
Male,No,3+,Graduate,No,11920,4765,1971816,180,1,Urban,Sedan,2733969,N
Male,Yes,2,Not Graduate,No,87219,20354,1991422,240,1,Semiurban,Hatchback,692803,Y
Female,No,2,Graduate,Yes,86872,23929,1317166,360,0,Semiurban,Sedan,2159848,N
Male,Yes,1,Graduate,Yes,91132,28820,1353159,240,1,Semiurban,Coupe,2442991,Y
Male,Yes,3+,Graduate,No,12093,46040,1395596,360,0,Semiurban,SUV,3412035,N
Female,Yes,2,Not Graduate,Yes,22905,29523,2931129,240,1,Semiurban,Coupe,2953039,N
Female,No,0,Not Graduate,Yes,34351,5552,1083043,180,1,Rural,Convertible,1357906,Y
Male,No,3+,Graduate,No,40981,627,2100720,360,1,Urban,Truck,2265472,Y
Female,Yes,1,Graduate,Yes,83903,11989,2490242,60,1,Urban,Truck,3657878,Y
Female,Yes,1,Not Graduate,No,80821,13780,2342995,360,1,Rural,Van,1299838,Y
Male,No,1,Not Graduate,No,92289,6589,2693654,120,1,Semiurban,Coupe,3796581,N
Female,No,0,Graduate,No,94021,34812,2469412,60,1,Urban,Coupe,1737065,Y
Male,No,2,Graduate,Yes,88513,28128,1090611,120,0,Rural,Truck,1402479,N
Female,Yes,0,Not Graduate,Yes,29874,45939,932206,240,1,Rural,Van,2458979,Y
Male,No,3+,Not Graduate,Yes,60931,38652,1237902,60,1,Urban,Convertible,2438165,Y
Male,Yes,1,Not Graduate,Yes,17674,27790,2027553,240,1,Urban,Hatchback,2091189,N
Male,No,0,Not Graduate,No,60516,40953,928556,300,0,Semiurban,Coupe,2796908,N
Female,Yes,0,Not Graduate,No,70686,249,2178083,240,1,Semiurban,Truck,2475516,Y
Male,No,2,Graduate,Yes,79212,19309,2932620,240,1,Urban,Sedan,2614821,N
Female,No,2,Not Graduate,No,12426,25901,2350697,120,1,Semiurban,Coupe,3510969,N
Male,No,1,Graduate,No,78498,23576,2182620,360,1,Rural,Sedan,834154,Y
Male,No,0,Not Graduate,Yes,39943,31508,980350,300,0,Semiurban,Convertible,707836,N
Female,No,0,Graduate,No,76395,9175,996232,240,1,Semiurban,Coupe,2040866,Y
Male,Yes,2,Not Graduate,Yes,54816,25464,2187023,240,1,Rural,Truck,632915,Y
Male,No,0,Not Graduate,No,14138,16260,2249182,300,0,Semiurban,Convertible,696681,N
Female,No,0,Graduate,Yes,85945,35440,2546719,300,1,Rural,Convertible,3172252,N
Male,No,0,Graduate,No,14017,29546,1926548,60,1,Semiurban,Hatchback,1302491,N
Male,Yes,2,Not Graduate,No,20451,40047,2346780,120,1,Urban,Coupe,1896989,N
Male,No,1,Not Graduate,Yes,72956,41430,1375817,300,1,Semiurban,Sedan,1277150,Y
Male,Yes,3+,Not Graduate,Yes,20278,1987,2524611,300,1,Urban,Sedan,3817568,N
Female,No,1,Not Graduate,Yes,53764,49242,750231,180,1,Urban,Coupe,2622547,Y
Female,No,3+,Not Graduate,Yes,11134,25105,1561516,360,1,Urban,Van,3928074,N
Male,Yes,0,Graduate,No,72943,12948,880171,300,1,Urban,Hatchback,3527929,Y
Female,No,1,Graduate,No,64318,13026,1041220,120,1,Urban,Hatchback,1778283,Y
Male,Yes,3+,Not Graduate,Yes,70128,2773,1478935,360,0,Rural,Hatchback,1271469,N
Female,Yes,2,Graduate,No,98056,45927,1573224,360,1,Rural,Sedan,2276984,Y
Male,No,2,Graduate,Yes,31869,9878,1530451,240,1,Rural,Convertible,2821991,Y
Male,Yes,1,Graduate,Yes,15039,42946,2630118,240,1,Urban,Truck,1768458,N
Male,No,1,Not Graduate,No,31281,10377,920993,240,1,Semiurban,Van,2176099,Y
Male,No,0,Graduate,No,20442,7347,2760791,240,1,Rural,Hatchback,2590651,N
Male,Yes,1,Not Graduate,Yes,83788,33776,746331,180,1,Semiurban,Sedan,2160809,Y
Male,Yes,0,Graduate,Yes,37586,3783,1591174,300,1,Semiurban,Sedan,1791378,Y
Female,Yes,0,Not Graduate,Yes,63053,4298,690271,240,1,Urban,Convertible,1274456,Y
Male,Yes,2,Graduate,No,60489,4668,907014,60,1,Urban,Coupe,3454233,Y
Female,No,2,Not Graduate,No,93104,20671,1347516,240,1,Urban,Coupe,1393155,Y
Male,No,3+,Not Graduate,No,96346,34820,2845156,300,1,Rural,Truck,1027169,N
Female,Yes,2,Graduate,No,77087,34484,1503510,240,0,Urban,Truck,3429497,N
Female,No,2,Not Graduate,Yes,22625,33078,517118,180,1,Rural,Hatchback,1371217,Y
Female,No,1,Not Graduate,Yes,44397,47159,1571192,120,1,Rural,Truck,3055405,Y
Male,No,2,Not Graduate,Yes,68671,20922,2729022,120,1,Rural,Hatchback,2397465,N
Male,No,3+,Not Graduate,Yes,76897,34028,2360371,300,0,Rural,Van,2763567,N
Female,Yes,1,Not Graduate,Yes,36149,45925,502795,120,1,Urban,Truck,2004181,Y
Male,Yes,3+,Not Graduate,Yes,70030,20316,2071480,120,1,Rural,Convertible,971466,Y
Female,No,2,Not Graduate,No,79906,11460,2430873,60,1,Urban,Hatchback,2570569,Y
Male,Yes,3+,Not Graduate,No,15283,16968,1287163,300,0,Urban,Convertible,1688304,N
Female,Yes,1,Graduate,Yes,17610,30266,2756246,300,1,Rural,Sedan,1816461,N
Female,Yes,0,Graduate,Yes,53326,30209,2860901,120,1,Urban,Hatchback,647733,N
Male,No,3+,Not Graduate,No,24924,24000,2760554,120,0,Semiurban,Sedan,1315122,N
Female,No,3+,Not Graduate,No,86162,14011,919007,120,0,Urban,SUV,794977,N
Male,No,1,Graduate,No,10869,2866,1901156,360,0,Urban,Convertible,3224006,N
Female,Yes,1,Graduate,No,11014,47133,723034,180,1,Rural,SUV,1619816,Y
Female,No,3+,Graduate,Yes,20103,5898,2172558,240,1,Rural,Hatchback,3228338,N
Male,No,2,Not Graduate,Yes,92522,18395,1290671,180,1,Urban,Sedan,3985583,Y
Male,Yes,3+,Graduate,Yes,43458,39019,2880159,300,1,Rural,Hatchback,1474645,N
Male,No,1,Not Graduate,Yes,92409,37707,813559,60,1,Semiurban,SUV,2806456,Y
Female,No,0,Not Graduate,Yes,33248,4006,568968,240,1,Semiurban,Hatchback,855734,Y
Male,Yes,0,Graduate,No,99160,34393,993891,60,1,Rural,Van,2421620,Y
Female,Yes,2,Not Graduate,Yes,53516,10956,1084718,360,1,Urban,Coupe,3726250,Y
Female,Yes,3+,Not Graduate,No,39061,30663,1798648,300,1,Semiurban,SUV,2970950,Y
Male,No,0,Not Graduate,Yes,34170,6078,2598667,360,1,Semiurban,Hatchback,3266952,N
Male,No,3+,Not Graduate,Yes,18024,29631,2694358,300,1,Urban,Sedan,2716259,N
Female,No,1,Graduate,Yes,92214,30140,2842434,60,1,Rural,Hatchback,901176,N
Female,Yes,0,Graduate,Yes,95947,41691,2308566,60,1,Semiurban,Sedan,1571038,Y
